chapter,chapter_url,pdf_name,pdf_url,local_path
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 36, Nude Entertainment Business",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division36.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division36.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 37, Police Regulated Burglary and Panic Alarm Systems",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division37.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division37.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 39, Cardrooms",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division39.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division39.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 41, Casino Party",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division41.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division41.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 42, Regulation of Firearm Dealers",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division42.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division42.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 43, Money Exchange Houses",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division43.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division43.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 44, Holistic Health Practitioners",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division44.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division44.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 03 Div 45. Permits for Sale of Tobacco Products, Electronic Cigarettes, Electronic Cigarette Paraphernalia, and Vaping Juice",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division45.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division45.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,Chap 03 Art 03 Div 46 Police Permits for Pedicabs,http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art03Division46.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art03Division46.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 04 Div 01, Cannabis Business Tax",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art04Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art04Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 05 Div 01, Transient Occupancy Tax",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art05Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art05Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 06 Div 01, Sidewalk Vending",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art06Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art06Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 07 Div 01, Documentary Transfer Tax on the Sale of Real Property",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art07Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art07Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 08 Div 01, Transient Transportation Tax",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art08Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art08Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 09 Div 01, City of San Diego Earned Sick Leave and Minimum Wage Ordinance",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art09Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art09Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 10 Div 01, City of San Diego Traffic Control Worker Minimum Wage Ordinance",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art10Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art10Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,"Chap 03 Art 11 Div 01, Grocery Pricing Transparency Ordinance",http://docs.sandiego.gov/municode/MuniCodeChapter03/Ch03Art11Division01.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\Ch03Art11Division01.pdf
"Chapter 03, Business Regulations, Business Taxes, Permits and Licenses",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-3,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_03_Business_Regulations_Business_Taxes_Permits_and_Licenses\city_clerk_administrative_guidelines.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 01 Div 00, No Division Title, Article Title - Authority and Procedure - Permits - Fees",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art01Division00.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art01Division00.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 01 Div 07, Environmental Health Permits",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art01Division07.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art01Division07.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 01, Retail Food Facilities and Handlers",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division01.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division01.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 02, Personal Services",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division02.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division02.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 03, Service Business",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division03.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division03.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 04, Bathhouses",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division04.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division04.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 05, Fertilizer Manufacturing",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division05.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division05.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 06, Recreational Activities",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division06.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division06.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 07, Animals and Poultry",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division07.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division07.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 08, Hazardous Waste Establishments",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division08.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division08.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 09, Disclosure of Hazardous Materials",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division09.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division09.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 10, Alcoholic Beverage Warning Signs",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division10.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division10.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 12, Regulation of Medical Waste",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division12.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division12.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 13, Cannabis Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division13.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division13.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 14, Regulation of Wholesale Food Warehouses",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division14.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division14.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 15, Cannabis Outlets, Cannabis Production Facilities, and Transportation of Cannabis",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division15.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division15.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 02 Div 16, Flavored Tobacco",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art02Division16.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art02Division16.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 03 Div 01, Water Courses and Supply",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art03Division01.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art03Division01.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 03 Div 02, Construction, Repair, Reconstruction or Destruction of Wells",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art03Division02.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art03Division02.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 03 Div 03, Stormwater Management and Discharge Control",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art03Division03.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art03Division03.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 03 Div 10, Regulations on Smoking and Use of Electronic Cigarettes",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art03Division10.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art03Division10.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 03 Div 11, Prohibition of Tobacco Vending Machines and Electronic Cigarette Vending Machines",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art03Division11.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art03Division11.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 04 Div 01, General Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art04Division01.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art04Division01.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 04 Div 02, Specific Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art04Division02.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art04Division02.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 04 Div 03, Animals",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art04Division03.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art04Division03.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 04 Div 04, Beekeeping",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art04Division04.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art04Division04.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 04 Div 05, Public Swimming Pools",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art04Division05.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art04Division05.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 06 Div 01, Massage Technicians",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art06Division01.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art06Division01.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 07 Div 01, General Provisions and Definitions",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art07Division01.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art07Division01.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 07 Div 02, Financing Health Facilities",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art07Division02.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art07Division02.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 07 Div 03, Bonds",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art07Division03.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art07Division03.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,"Chap 04 Art 07 Div 04, Supplemental Provisions",http://docs.sandiego.gov/municode/MuniCodeChapter04/Ch04Art07Division04.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\Ch04Art07Division04.pdf
"Chapter 04, Health and Sanitation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-4,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_04_Health_and_Sanitation\city_clerk_administrative_guidelines.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 01 Div 01, Public Emergency Procedures",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art01Division01.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art01Division01.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 01 Div 02, Emergencies and Major Disasters; Unfair Pricing Practices",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art01Division02.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art01Division02.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 01 Div 10, Recovery of Costs for Use of Police Services at Large Events on Private Property",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art01Division10.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art01Division10.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 01 Div 30, Recovery of Incarceration Costs",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art01Division30.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art01Division30.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02.5 Appendix A, Consumer Commodities not Generally Item Priced on January 1, 1977 of Chapter 5, Article 2.5 of the San Diego Municipal Code",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02.5AppendixA.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02.5AppendixA.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02.5 Div 01, Consumer Commodities Price Marking",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02.5Division01.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02.5Division01.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 00, No Division Title, Article Title: Police - Police Regulations - Offenses Against Government",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division00.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division00.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 10, Public Access to Health Care Facilities, Places of Worship or Schools",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division10.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division10.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 20, Targeted Residential Picketing",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division20.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division20.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 30, Loitering for Drug Activities",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division30.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division30.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 31, Limits on Sales of Products Containing Ephedrine",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division31.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division31.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 32, Possession of Clonazepam",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division32.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division32.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 33, Manufacturing, Sale, Distribution, and Possession of Federal Schedule I Drugs, Novel Synthetic Drugs, and Novel Psychoactive Drugs",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division33.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division33.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 40, Aggressive Solicitation",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division40.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division40.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 50, Cruising Activity",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division50.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division50.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 51, Temporary Street Closures Due to Serious and Continual Criminal Activity",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division51.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division51.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 52, Spectators Prohibited at Illegal Speed Contests or Exhibitions of Speed",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division52.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division52.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 53, Forfeiture of Nuisance Vehicles Engaged in Motor Vehicle Speed Contests or Exhibitions of Speed",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division53.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division53.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Division 54, Unmanned Aircraft Systems",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division54.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division54.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 60, Trespass on Zoo Grounds",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division60.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division60.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 70, Border Public Safety Zone",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division70.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division70.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 90, Standards of Conduct and Attire for Entertainers and Employees of On-sale Licensed Premises",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division90.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division90.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 91, Hotels, Motels, Inns, Auto Courts, Trailer Parks, Transient Lodging Places",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division91.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division91.pdf
"Chapter 05, Public Safety, Morals and Welfare",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-5,"Chap 05 Art 02 Div 95, Aids Discrimination",http://docs.sandiego.gov/municode/MuniCodeChapter05/Ch05Art02Division95.pdf,municipal_code_pdfs\Chapter_05_Public_Safety_Morals_and_Welfare\Ch05Art02Division95.pdf
